scheduler,sequential,random
20.647863626480103,20.186643600463867,15.049708843231201
16.855547189712524,16.946079969406128,14.82520866394043
17.956820964813232,17.117371320724487,17.946081161499023
20.433563709259033,17.78901481628418,17.45713448524475
20.735685348510742,20.581141233444214,20.42175841331482
24.117685317993164,24.162806034088135,23.83433747291565
19.629448890686035,21.99192452430725,21.999176740646362
21.325517177581787,21.54141616821289,21.99623727798462
20.91077709197998,21.00301432609558,20.999211072921753
16.08640480041504,21.87001943588257,21.28298568725586
21.179410457611084,21.014815092086792,20.48487401008606
21.916335344314575,17.37158226966858,21.60307478904724
18.865433931350708,17.788007736206055,18.806468725204468
22.0798921585083,21.175657510757446,16.030868530273438
20.938727855682373,20.687766075134277,20.746776580810547
15.063178300857544,15.569845914840698,12.11786675453186
24.057013511657715,24.963985681533813,24.77156972885132
16.26245141029358,19.80721426010132,19.99656319618225
15.1830894947052,16.649182319641113,13.998735904693604
12.302815198898315,17.057414293289185,17.03890085220337
20.06164050102234,17.915462017059326,17.87973976135254
19.08355450630188,19.677987098693848,19.25868272781372
22.351428747177124,25.01544189453125,24.971302032470703
18.218058347702026,19.60241985321045,19.606417417526245
26.107272148132324,26.163635969161987,25.695128679275513
15.013204574584961,15.344386100769043,14.847813844680786
24.30886173248291,24.304057836532593,23.824084997177124
20.77605700492859,21.897053241729736,21.98365807533264
22.52039408683777,22.9992618560791,23.342264890670776
17.103546619415283,17.80246877670288,18.568743228912354
22.465765476226807,22.726378679275513,22.988260984420776
20.34781837463379,20.24770426750183,20.659185886383057
23.382784128189087,23.342759609222412,22.65667414665222
18.693454265594482,21.183019399642944,19.000369787216187
21.093019723892212,17.079150676727295,18.06868863105774
14.553783655166626,14.966424465179443,20.460683822631836
21.006770849227905,20.1518497467041,20.7253315448761
20.30210304260254,18.238760471343994,20.77801752090454
20.559882164001465,20.36014676094055,20.949241161346436
20.414309978485107,19.999967575073242,21.659363746643066
20.544066905975342,20.623425245285034,20.137147188186646
18.54450798034668,16.01521873474121,18.0257511138916
19.402389764785767,15.007287502288818,15.96587324142456
13.893517255783081,10.18372893333435,15.893585205078125
21.05725884437561,21.014142274856567,20.97621250152588
22.04268503189087,18.008177518844604,21.001893758773804
21.065739393234253,20.990911960601807,20.706790685653687
18.334702014923096,17.89042639732361,19.76738405227661
13.97851300239563,14.995239496231079,15.61827564239502
21.237177848815918,21.01548433303833,17.00643491744995
20.093323945999146,20.83130693435669,18.173045873641968
21.7221097946167,19.025057077407837,22.568106174468994
16.248241424560547,19.85825514793396,19.90338158607483
18.7403564453125,24.079973459243774,23.86226224899292
16.073859453201294,19.281949281692505,17.281158447265625
21.627598524093628,21.587422609329224,22.067657709121704
19.933741092681885,19.442047357559204,19.993372201919556
21.57866668701172,22.008745908737183,19.289843320846558
17.635504722595215,13.163188219070435,17.552905797958374
13.119454622268677,13.246622323989868,9.614762783050537
20.69608426094055,16.935014247894287,20.71506667137146
22.001859188079834,18.814198970794678,16.768550157546997
20.757503747940063,18.18585515022278,20.773919105529785
21.043593645095825,22.458712816238403,21.99382495880127
21.5341899394989,19.003838539123535,18.696922779083252
18.10002613067627,17.98809790611267,17.404046058654785
18.019248962402344,17.03210473060608,16.55338215827942
23.078253269195557,23.636910438537598,19.999933004379272
14.72499132156372,22.02803874015808,20.951032161712646
9.492352485656738,8.99930214881897,12.793079137802124
14.441457986831665,19.70155644416809,16.00092339515686
16.368664026260376,21.23409628868103,20.98276114463806
19.954599857330322,19.963501453399658,15.590832471847534
23.892940998077393,20.000086069107056,21.94329524040222
22.04554319381714,21.9471538066864,21.402135133743286
19.56889820098877,19.639816284179688,19.91442036628723
20.606008052825928,16.024913549423218,20.888752460479736
25.123475074768066,25.999915599822998,26.33580708503723
14.275683164596558,9.506791830062866,14.830635070800781
18.63860321044922,18.55720615386963,18.412320613861084
23.626665830612183,23.271572589874268,23.721145391464233
22.74489140510559,23.541158199310303,22.00901699066162
14.21835470199585,14.057169675827026,19.979692459106445
19.88920831680298,20.071042776107788,20.06633234024048
14.798237323760986,17.519556283950806,16.999391555786133
15.998892068862915,15.424787998199463,16.645602703094482
22.586969137191772,18.063436269760132,17.709009170532227
15.658540964126587,17.999420642852783,15.575836420059204
15.390924453735352,21.790997982025146,21.083442211151123
23.257673501968384,22.930055379867554,22.899253368377686
20.476097583770752,20.927027225494385,21.16769003868103
20.390812635421753,21.711828231811523,21.36275887489319
20.864261150360107,20.302050828933716,20.753559827804565
23.736661195755005,23.814576387405396,23.679656744003296
20.852222442626953,20.227948904037476,20.78517985343933
20.636372327804565,21.26236891746521,21.57019352912903
18.333436489105225,21.74191427230835,21.56974506378174
9.452762603759766,10.378005504608154,10.537785530090332
21.851996183395386,21.648266792297363,21.41830563545227
15.463064193725586,15.404065608978271,11.836610317230225
14.288897037506104,15.732796430587769,16.300094842910767
14.113720178604126,13.527461290359497,12.166037797927856
21.83922553062439,21.999979972839355,21.390194177627563
21.774999856948853,21.24547553062439,21.77343440055847
14.957679986953735,20.59394335746765,19.455810546875
19.76110291481018,19.721614599227905,19.93446135520935
21.502407789230347,22.00843596458435,21.42269539833069
21.88590407371521,22.65406084060669,22.32942795753479
21.553462266921997,16.23992156982422,21.716915607452393
14.955729961395264,15.225296258926392,12.054509401321411
20.575031042099,20.953345775604248,21.000110149383545
24.12860941886902,25.011471271514893,24.415579319000244
24.03079319000244,25.58487033843994,25.065922737121582
15.018959522247314,15.368500232696533,15.724539041519165
20.136322021484375,19.437761306762695,20.88024353981018
20.729235410690308,15.143894672393799,16.05922245979309
18.810389757156372,15.896668195724487,19.030222415924072
24.475691556930542,23.906302213668823,23.327049493789673
11.74795150756836,11.209609746932983,11.419421672821045
10.336122274398804,12.446001768112183,10.366421222686768
14.049487113952637,13.625970840454102,7.697570562362671
19.758174180984497,19.325803518295288,18.468247175216675
21.11027503013611,17.150813102722168,20.833466291427612
14.721988916397095,17.190741539001465,14.122098684310913
15.385404825210571,16.162819385528564,15.91728663444519
24.11226224899292,23.98228096961975,24.00907802581787
16.16236448287964,16.783350229263306,13.997425317764282
15.665383100509644,17.119078397750854,17.749846935272217
15.720101594924927,16.95349931716919,16.046035766601562
15.930150270462036,20.923457622528076,16.121848583221436
25.542409658432007,25.01151394844055,24.971978664398193
15.401838541030884,16.018617391586304,18.903070211410522
22.644619464874268,22.34990906715393,22.054879426956177
18.674371004104614,19.30298686027527,23.959434747695923
19.45626473426819,19.107377290725708,19.07557249069214
24.311472177505493,22.998270988464355,23.345702648162842
21.398471117019653,21.53032159805298,20.82722282409668
20.74462127685547,21.9304838180542,21.262235641479492
20.014649152755737,15.990293264389038,16.999822854995728
15.45867371559143,15.108582019805908,10.114789009094238
14.00290846824646,12.87717080116272,14.003676891326904
23.25142002105713,22.834648370742798,23.41362166404724
16.72758913040161,15.341085433959961,15.063610553741455
22.335639715194702,22.014249563217163,22.50355052947998
15.58900260925293,12.895430088043213,16.97363805770874
20.582786321640015,15.024921178817749,20.335920810699463
18.027893781661987,24.00391960144043,24.277552843093872
15.076427221298218,20.347890853881836,15.165028810501099
21.74673867225647,17.810991764068604,21.05153512954712
21.480003118515015,21.883247137069702,21.06195306777954
23.1090726852417,23.43975329399109,23.60797905921936
19.989082098007202,14.902261018753052,20.64427423477173
16.072993516921997,15.99004316329956,19.85568380355835
19.43846321105957,19.60659956932068,19.0741868019104
20.693480491638184,17.99798274040222,19.998981475830078
21.855520725250244,20.71521496772766,21.738377571105957
22.61281704902649,23.21217679977417,22.380831480026245
20.937689065933228,20.205045461654663,21.122689247131348
17.147778272628784,21.616838932037354,21.44541311264038
21.526729822158813,17.425522565841675,18.854000329971313
24.303131818771362,23.691420793533325,24.22903847694397
21.217262506484985,21.059778690338135,21.03970956802368
18.860642433166504,13.172284841537476,14.226991653442383
20.42051935195923,16.908046007156372,16.812347173690796
15.89052414894104,14.18612265586853,14.858999490737915
23.640506267547607,25.189616918563843,21.55160689353943
22.374118328094482,22.99862241744995,22.423096656799316
22.11060118675232,22.589900493621826,22.997965097427368
15.396013736724854,15.239360809326172,14.603674173355103
13.665196895599365,11.997011661529541,13.670745134353638
22.94865584373474,23.027779817581177,22.256442070007324
19.530117511749268,17.566091299057007,17.041103839874268
21.078064680099487,22.98258948326111,22.001681804656982
15.768870115280151,16.801110982894897,17.292176961898804
24.406087398529053,23.56895089149475,24.378304481506348
17.15165638923645,21.931320667266846,22.763022422790527
15.63243317604065,16.03190541267395,19.725733757019043
15.864108800888062,14.09727668762207,14.27204442024231
21.699854612350464,21.66845726966858,17.404744625091553
21.084625005722046,20.31480622291565,21.301196336746216
16.423739910125732,16.925864458084106,16.516025066375732
22.201824426651,23.26237678527832,22.81155014038086
17.794169902801514,18.926387786865234,18.791351318359375
21.669615983963013,21.999133348464966,22.00016975402832
15.850534200668335,15.763132333755493,15.989996671676636
24.27064061164856,23.54461908340454,23.838377952575684
21.526119709014893,21.652133226394653,21.31854820251465
19.802917957305908,20.000410318374634,15.430306673049927
20.865084171295166,20.92936420440674,20.27326011657715
22.136603116989136,21.438475370407104,17.542783498764038
21.845818042755127,21.959598302841187,16.398178339004517
16.84517216682434,22.61950969696045,18.571866989135742
16.7773540019989,22.672567129135132,17.380281448364258
20.080998420715332,21.017013549804688,17.033047199249268
17.113916397094727,18.001306533813477,18.00021266937256
23.364309072494507,23.991591691970825,23.011531114578247
15.327811479568481,15.41379714012146,15.069376230239868
20.74528932571411,21.043895721435547,17.613645553588867
12.471004247665405,11.853127002716064,13.197258234024048
11.999814748764038,11.660354614257812,11.869991779327393
17.638592958450317,15.975877523422241,15.076774835586548
16.503904581069946,16.213308095932007,16.78186345100403
24.296355962753296,23.998690843582153,24.29632806777954
20.744269132614136,16.12879180908203,16.87468671798706
15.831592559814453,14.595006704330444,14.363993883132935
18.34484028816223,18.565723657608032,22.77300763130188
20.96206498146057,21.090734720230103,16.22167730331421
21.196577548980713,21.733994245529175,21.85242748260498
18.20973515510559,21.922638416290283,21.86372137069702
16.57056999206543,16.32261323928833,20.029242277145386
19.110957384109497,19.42493987083435,22.573875427246094
22.617692470550537,22.599143981933594,22.96844244003296
19.452295303344727,19.838147163391113,20.00131130218506
21.878089904785156,22.09043288230896,22.162580013275146
14.695252895355225,18.218761444091797,14.19866156578064
20.51945471763611,20.327803134918213,20.564713716506958
22.944863080978394,22.29598641395569,16.995139598846436
16.51406693458557,16.4004328250885,20.3021297454834
24.941372871398926,25.741787672042847,21.911243200302124
21.481614112854004,22.024654150009155,21.71880292892456
21.424858570098877,21.25960922241211,21.934795379638672
21.241450786590576,20.028151750564575,14.92790174484253
13.07148289680481,14.607621431350708,14.342627048492432
20.082974910736084,20.961575746536255,20.07636523246765
23.210840463638306,23.022776126861572,18.66579246520996
19.978458881378174,22.8060302734375,20.172950506210327
21.01827883720398,21.019631147384644,20.97511386871338
14.192559242248535,14.566658735275269,8.343437194824219
15.179162502288818,20.257843732833862,15.278495073318481
19.090611219406128,14.895998477935791,19.42137098312378
14.721222162246704,12.054649829864502,17.263145208358765
21.872026205062866,22.00147581100464,22.353808641433716
17.0582218170166,21.01620125770569,17.183053255081177
19.068369388580322,14.174469947814941,19.152341604232788
18.383507251739502,18.000049591064453,20.429100036621094
18.719072580337524,16.283345222473145,12.984487295150757
19.417325258255005,14.526315450668335,14.888536930084229
25.372880697250366,24.86334466934204,24.372126579284668
20.578458786010742,21.553616523742676,21.05395817756653
23.462682247161865,23.946282148361206,24.02467131614685
20.943599224090576,20.548279762268066,20.75286293029785
20.165222883224487,20.878471612930298,15.967865943908691
20.927934646606445,19.168474674224854,20.851009368896484
21.06239080429077,20.99288511276245,16.331830739974976
10.898183107376099,12.036461353302002,11.533988237380981
19.443833827972412,18.30997109413147,19.560331106185913
21.524435997009277,21.00151228904724,21.01866602897644
20.926115036010742,21.999629259109497,22.00702452659607
21.218769788742065,21.319803476333618,20.95917773246765
20.568193197250366,20.815425395965576,20.80185866355896
22.495408296585083,22.46242904663086,22.30228352546692
20.66043996810913,20.925939321517944,15.959101438522339
21.599570512771606,18.261688232421875,21.14571499824524
14.069859504699707,11.746214628219604,13.298547983169556
20.631396532058716,20.99927830696106,20.45660424232483
21.144506216049194,16.439964532852173,17.03759503364563
17.840238094329834,12.248241186141968,12.571189403533936
15.624842166900635,14.856334924697876,15.814447402954102
14.603998184204102,14.903690338134766,11.10798978805542
22.16165590286255,23.698047637939453,22.460458517074585
19.54036045074463,17.63553547859192,20.53936791419983
24.346261978149414,24.000065088272095,22.999401330947876
20.635329246520996,20.636337280273438,19.918747186660767
20.587058305740356,21.01853108406067,21.056628465652466
15.88336992263794,15.278104782104492,15.719505786895752
20.701014518737793,19.243769884109497,18.77955985069275
22.056535720825195,21.82237148284912,22.045464515686035
21.421938180923462,22.592262744903564,21.99288010597229
18.536749839782715,18.08087706565857,18.57193350791931
23.06541132926941,23.601047039031982,24.282830476760864
19.322744607925415,21.99981141090393,20.979438543319702
21.900937795639038,22.106201648712158,21.876978635787964
20.56414246559143,20.8273663520813,21.183202028274536
20.90383744239807,21.437360525131226,20.719367265701294
21.951401233673096,23.86983036994934,22.116289615631104
19.562320947647095,19.56893539428711,19.460142374038696
21.45898127555847,21.28635597229004,21.134417295455933
20.764105319976807,21.26590847969055,21.11103630065918
20.969287633895874,15.526413679122925,16.533892393112183
21.018359422683716,22.025541067123413,17.22650146484375
20.47274136543274,21.61934733390808,21.089484453201294
6.236787796020508,7.164064407348633,7.0014142990112305
23.12242817878723,23.60619020462036,22.692503929138184
18.442464113235474,15.05121397972107,14.996423959732056
21.036980628967285,20.622731685638428,15.978418111801147
13.205321073532104,19.16667079925537,17.77776861190796
20.02177357673645,21.576552152633667,20.991408824920654
22.50410795211792,23.98526954650879,23.522887229919434
21.098868131637573,20.399741172790527,20.84505343437195
19.91977047920227,19.276647329330444,18.717589139938354
7.683164834976196,7.286353826522827,7.66108250617981
19.63189148902893,16.01467490196228,19.293646812438965
19.285128831863403,19.45364999771118,20.084907054901123
19.742894887924194,19.991321325302124,20.026566982269287
22.007816791534424,17.68207836151123,17.629480361938477
21.07914662361145,21.000125408172607,21.325966596603394
7.634425163269043,8.709274053573608,7.9717116355896
14.672587394714355,13.077651977539062,12.375324487686157
21.37162709236145,17.295223236083984,21.442129611968994
21.819506645202637,21.645129919052124,21.2644944190979
18.414957761764526,23.13021945953369,18.041914701461792
17.798412799835205,18.02504062652588,14.655720472335815
23.908984899520874,24.541935920715332,24.977869749069214
19.791587829589844,18.00015163421631,18.0102596282959
23.78841781616211,21.601789474487305,24.007072687149048
24.257712364196777,24.889031648635864,25.126262426376343
19.669506549835205,20.002572774887085,19.996838569641113
19.68807816505432,15.134897708892822,19.8647620677948
13.007425546646118,12.986557960510254,13.319529056549072
20.98676037788391,18.99978256225586,21.024715662002563
21.333531618118286,22.297789096832275,22.02915382385254
20.553118228912354,21.576846837997437,20.975902795791626
22.161247968673706,16.99896240234375,21.821443557739258
20.726983547210693,16.87449026107788,21.763856649398804
15.900503396987915,16.99768853187561,19.97904109954834
17.85092806816101,15.925848960876465,15.72069239616394
18.862722873687744,13.003727674484253,18.187162160873413
18.047909021377563,12.9222731590271,18.04359769821167
18.320719957351685,18.319339275360107,17.988961696624756
20.328590154647827,20.05507469177246,20.658477544784546
22.48315954208374,21.38525104522705,21.64832067489624
20.05668020248413,17.984781503677368,18.0794038772583
20.82245397567749,20.246899366378784,20.113539457321167
15.264463901519775,12.895039558410645,12.257891416549683
20.44568419456482,20.046427249908447,19.938706159591675
21.837069749832153,21.583277463912964,20.418739318847656
17.388394117355347,20.260066986083984,16.87098503112793
21.03658890724182,21.039759635925293,20.665252208709717
20.62341809272766,20.889793395996094,21.802362203598022
14.669988870620728,11.137047052383423,16.03281593322754
15.849591493606567,15.00911021232605,17.23373770713806
15.298107624053955,15.000919342041016,15.19753885269165
15.18001389503479,15.008501052856445,10.139282703399658
23.509402751922607,22.997102975845337,21.9032883644104
15.568686723709106,16.763505697250366,14.813021421432495
22.806861639022827,23.759301900863647,22.92235565185547
24.588554620742798,25.299566507339478,24.928757905960083
20.340214729309082,20.019001960754395,20.45422863960266
22.439127206802368,22.423184394836426,22.574422359466553
21.407899856567383,16.017826557159424,16.79869246482849
21.300944089889526,22.019330501556396,15.249783754348755
19.818296909332275,19.74912977218628,20.113823890686035
19.278257131576538,21.931164264678955,20.94312357902527
20.579630374908447,15.31853985786438,15.594558000564575
23.844483137130737,24.166861057281494,23.839362621307373
20.106189250946045,19.999401569366455,19.317753076553345
20.88664412498474,20.68490171432495,17.46220374107361
19.933605194091797,19.794674396514893,19.028886079788208
16.08776354789734,19.66636872291565,16.329310655593872
14.109018325805664,14.000123739242554,13.984474658966064
15.86466908454895,15.771379947662354,16.027164697647095
15.557937622070312,10.18247365951538,10.354828834533691
21.701928853988647,21.315988540649414,16.6888427734375
19.61159610748291,19.95572066307068,16.01392388343811
20.599169492721558,16.172136306762695,20.794378995895386
21.197949647903442,21.243956804275513,22.372698307037354
18.23721480369568,22.924344539642334,18.00830364227295
23.483537197113037,23.811885118484497,23.12700057029724
20.70578360557556,21.399392127990723,20.654212951660156
17.182364463806152,17.13090443611145,17.723239421844482
18.864805459976196,17.998706102371216,19.270979642868042
20.63541030883789,20.158625602722168,20.923523664474487
14.038646936416626,19.40215516090393,15.956225395202637
20.626456260681152,15.023588180541992,14.79078984260559
14.170916557312012,13.993665218353271,13.972105503082275
20.983180046081543,21.716776371002197,20.95820903778076
23.705920696258545,20.429343938827515,24.63314437866211
19.46665096282959,13.184945583343506,18.93238139152527
21.571435928344727,20.992320775985718,21.481030225753784
23.69212055206299,24.314889430999756,23.90350651741028
22.059758186340332,22.42794442176819,22.95620632171631
16.90103769302368,15.950732231140137,16.83565902709961
25.366194248199463,24.350248336791992,22.75122308731079
15.938114643096924,15.977492094039917,19.444589376449585
21.518172025680542,21.675466060638428,23.159656763076782
19.366108655929565,15.864710330963135,19.15427875518799
22.713624238967896,22.739121675491333,19.531848907470703
19.82636833190918,15.036411762237549,14.284785985946655
17.522956609725952,16.571890354156494,17.187305450439453
14.17095398902893,14.05105471611023,14.750736236572266
20.85936951637268,20.00085759162903,19.999022245407104
22.64920139312744,22.195913076400757,17.816377878189087
24.222938060760498,23.997764110565186,23.432084321975708
20.576950550079346,21.60105061531067,20.994770288467407
15.677646160125732,16.711272478103638,16.233033895492554
23.852304458618164,23.910961627960205,18.09656023979187
15.592038869857788,19.948084592819214,17.41438889503479
15.044860363006592,14.805792331695557,14.545308351516724
16.21391224861145,17.556040287017822,18.16563391685486
20.821203470230103,21.59307837486267,20.410329580307007
15.78899335861206,17.49042510986328,16.322134256362915
19.88672947883606,16.05834650993347,19.36000108718872
22.925095558166504,22.703829050064087,22.90333652496338
22.729691982269287,22.376216173171997,22.90418267250061
15.934764385223389,9.998780250549316,10.041480779647827
14.789996862411499,15.13247537612915,20.561107397079468
21.207003593444824,21.581605911254883,21.99669122695923
21.68718671798706,23.000267028808594,23.20244264602661
18.666263818740845,19.01595139503479,19.010612964630127
16.267765283584595,20.428375720977783,20.02510404586792
12.000236749649048,12.972074270248413,11.025882959365845
19.75712013244629,17.70272397994995,19.560023546218872
20.87962245941162,21.022209644317627,21.108479738235474
18.039611101150513,23.828696966171265,21.45750880241394
23.338273525238037,23.204241514205933,22.46767544746399
15.379698753356934,15.401322603225708,14.653162956237793
16.96176505088806,22.644840002059937,23.096890449523926
23.995198011398315,22.998215436935425,22.067287921905518
20.70415449142456,21.081175088882446,21.107672214508057
20.678078413009644,20.590467929840088,20.766220331192017
15.900979042053223,18.217047929763794,16.713665008544922
23.422102689743042,24.623152494430542,24.081003665924072
22.46756410598755,22.91204571723938,22.873313903808594
19.77593493461609,14.79571008682251,14.768024921417236
15.587728261947632,15.150169372558594,10.117659330368042
14.470103740692139,15.769216775894165,15.450331211090088
12.282172679901123,11.374346256256104,11.745917320251465
19.800806283950806,20.26399326324463,20.56329345703125
19.485909938812256,26.61427879333496,26.088542699813843
19.78160810470581,17.334612369537354,13.891993284225464
23.715749740600586,24.000260829925537,23.431638479232788
17.303351879119873,18.611451387405396,22.223388195037842
21.70790982246399,21.414597034454346,21.696640968322754
20.037566423416138,17.391112565994263,18.820507287979126
18.147727251052856,23.00899314880371,22.999748945236206
19.808011531829834,21.90749192237854,21.99856424331665
11.328661441802979,10.337265491485596,11.643187999725342
18.654866218566895,20.080705165863037,19.791443824768066
24.10090923309326,24.1161789894104,24.355838298797607
23.192325115203857,22.99851369857788,21.285577535629272
20.86458468437195,14.78151822090149,15.954396486282349
21.16736102104187,15.74111008644104,16.16422438621521
24.049488067626953,23.25270962715149,23.663753509521484
9.9406156539917,15.06453275680542,15.073218584060669
16.992381811141968,14.838569402694702,20.213020086288452
17.07738995552063,21.860963821411133,21.458680629730225
14.797682762145996,15.969126462936401,14.849997758865356
20.77381134033203,21.00058388710022,20.79568839073181
22.056015014648438,21.772332668304443,21.625982761383057
17.517972469329834,17.934808492660522,15.950523853302002
23.921993017196655,24.014175415039062,23.001060247421265
21.075809955596924,20.658873319625854,21.208887338638306
20.067564725875854,16.93864607810974,20.292481422424316
23.145647048950195,23.82696294784546,23.431227684020996
21.106405019760132,16.151055335998535,21.20583176612854
23.875429391860962,24.65633988380432,24.00015425682068
22.146688222885132,17.728387594223022,17.997431755065918
19.273609161376953,21.099082708358765,21.883103609085083
20.536698579788208,20.355188846588135,20.278778553009033
20.848097801208496,18.172674417495728,20.778701782226562
14.899231672286987,14.071479797363281,12.08895754814148
16.514209747314453,18.770576000213623,23.673094511032104
19.52008295059204,19.59653401374817,19.947485208511353
18.383617401123047,20.8692729473114,17.794685125350952
17.813781023025513,14.89835500717163,18.15127921104431
23.393221378326416,24.932575225830078,22.832391023635864
16.477572441101074,20.223599910736084,20.10770320892334
23.71518635749817,25.574588537216187,27.43345546722412
20.157036781311035,20.15590763092041,20.39649724960327
20.466609716415405,21.027341842651367,20.796135425567627
18.908745765686035,20.632577657699585,19.4315984249115
17.76179027557373,20.758877754211426,17.90469789505005
13.956943273544312,14.015440702438354,14.134904861450195
21.64909338951111,22.779040098190308,22.995594024658203
12.521201133728027,11.575021743774414,12.81282114982605
22.50116539001465,24.134753942489624,23.999927043914795
22.656218767166138,23.207268238067627,23.048601150512695
16.81588125228882,19.374001502990723,19.72267174720764
21.980561017990112,20.560667514801025,20.66209053993225
20.296669960021973,20.388978719711304,20.021514654159546
21.360272884368896,22.798197031021118,22.81717085838318
17.135042428970337,16.769783973693848,17.095265865325928
20.602898120880127,20.267565965652466,20.805605173110962
14.66649055480957,21.53764533996582,15.021475315093994
23.9831440448761,22.743666172027588,22.033584356307983
20.068429231643677,20.056292057037354,13.737453937530518
13.317686080932617,13.886601448059082,10.226819276809692
15.756409406661987,19.290755033493042,19.31828808784485
20.20274019241333,20.728407859802246,19.367714643478394
18.229315042495728,18.160241842269897,20.106454372406006
23.42282199859619,18.055681705474854,17.713959217071533
15.196443557739258,19.263323307037354,15.750410079956055
22.69508957862854,21.741559505462646,23.209104776382446
16.53800106048584,15.406805515289307,21.477771282196045
22.904143571853638,22.688924074172974,23.428348064422607
19.882874965667725,19.647626161575317,18.151437997817993
20.14447593688965,20.309842348098755,20.00174331665039
15.18598747253418,15.022109508514404,16.987107038497925
20.60763669013977,21.003357887268066,20.992952585220337
20.97626829147339,20.773155689239502,21.115490674972534
12.832741498947144,11.324252605438232,13.161534786224365
19.452939987182617,19.336120128631592,19.920422077178955
24.2655131816864,23.98438835144043,24.009508848190308
23.20100998878479,23.004483461380005,24.00238561630249
19.458736896514893,19.99658513069153,19.89921236038208
22.02159357070923,22.486594438552856,22.7782199382782
15.79304838180542,15.378981590270996,14.619042158126831
22.542704820632935,24.880491018295288,18.389079570770264
17.73770785331726,18.91900086402893,16.817556858062744
12.518178224563599,14.405062675476074,13.973509550094604
22.792185068130493,19.989443063735962,16.998688220977783
23.296983003616333,23.223056316375732,22.852519273757935
17.584787607192993,22.0013530254364,17.344144582748413
21.757171630859375,21.42331290245056,22.5951931476593
13.92779541015625,15.744107484817505,15.430640697479248
23.97606348991394,18.02284836769104,17.33556294441223
18.37312889099121,13.880531311035156,18.36909556388855
20.010839700698853,14.58369517326355,15.388550281524658
22.003013372421265,21.448100805282593,20.686023473739624
22.531246662139893,23.841660499572754,23.11320996284485
19.920546293258667,19.999125957489014,14.341100215911865
24.34567904472351,23.981975555419922,24.021984815597534
21.309929609298706,17.320728302001953,17.60315203666687
18.48617386817932,18.031588077545166,18.691118240356445
19.817673683166504,19.999537706375122,20.313344955444336
20.613849401474,16.57526445388794,18.20952582359314
19.58776307106018,19.68840265274048,20.001957654953003
22.67028570175171,23.340301036834717,22.724450826644897
22.091811895370483,21.763283729553223,21.24956512451172
17.896656274795532,16.97956156730652,17.048694133758545
22.401611328125,22.991394758224487,23.153019189834595
21.080430269241333,20.552719831466675,20.63253927230835
23.294862031936646,22.997299432754517,23.00900650024414
20.33363389968872,23.680846214294434,19.96370553970337
21.5302631855011,21.59277844429016,17.426291465759277
20.63143563270569,21.40072989463806,21.145020008087158
14.418797969818115,9.8070547580719,14.57883095741272
19.99542760848999,20.06386423110962,15.127231121063232
16.321406364440918,15.997535705566406,19.16030764579773
16.109769344329834,16.799710273742676,16.27036714553833
20.264935970306396,20.336191177368164,18.116498947143555
22.08183264732361,15.820793151855469,22.187036991119385
10.019163608551025,9.470479488372803,9.187300205230713
18.114115953445435,20.816256284713745,20.001480102539062
