f1_num_of_row_col,f2_object_key,ipc
860,dog_7.jpg,1.2294
860,dog_8.jpg,1.1312
860,dog_9.jpg,1.1496
900,dog_1.jpg,1.3452
900,dog_2.jpg,1.6069
900,dog_3.jpg,1.8246
900,dog_4.jpg,1.7875
900,dog_5.jpg,1.6362
900,dog_6.jpg,1.3751
900,dog_7.jpg,1.1872
900,dog_8.jpg,1.1497
900,dog_9.jpg,1.1646
940,dog_1.jpg,1.3545
940,dog_2.jpg,1.6141
940,dog_3.jpg,1.7905
940,dog_4.jpg,1.7949
940,dog_5.jpg,1.6997
940,dog_6.jpg,1.4156
940,dog_7.jpg,1.2207
940,dog_8.jpg,1.139
940,dog_9.jpg,1.171
980,dog_1.jpg,1.3608
980,dog_2.jpg,1.6183
980,dog_3.jpg,1.8124
980,dog_4.jpg,1.8019
980,dog_5.jpg,1.6933
980,dog_6.jpg,1.3958
980,dog_7.jpg,1.2894
980,dog_8.jpg,1.1368
980,dog_9.jpg,1.1642
